outcome_id,lineage_uid,lineage_confidence,course_family_id,course_uid,course_version,is_current,program,education_level,course_code,course_name_sv,outcome_order,outcome_category_if_stated,text_exact,verb_or_action,knowledge_area_candidate,source_file,confidence,notes
OMA041_v01_LO_003,OMA041_LO_003,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",3,Färdighet och förmåga,"analysera genomförda omvårdnadsåtgärder vid vård i livets slutskede samt reflektera över och presentera ett familjefokuserat arbetssätt i nämnd vårdsituation med stöd av litteratur och forskning inom området 4, analysera, diskutera och reflektera över lagar och författningar inom distriktssköterskans yrkesroll inklusive delegering",analysera,juridik/författningar; delegering,Kurs1_Distrikt_OMA041.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA041_v01_LO_004,OMA041_LO_004,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",5,Färdighet och förmåga,visa självständigt och I samverkan med patient och närstående identifiera och kommunicera vårdbehov och upprätta omvårdnadsplan inom hemsjukvård,visa,team/samverkan; hemsjukvård; omvårdnadsplan,Kurs1_Distrikt_OMA041.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA041_v01_LO_005,OMA041_LO_005,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",6,Färdighet och förmåga,visa förmåga att medverka vid och självständigt utföra undersökningar och behandlingar inom hemsjukvård inklusive vård i livets slutskede,visa,hemsjukvård,Kurs1_Distrikt_OMA041.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA041_v01_LO_006,OMA041_LO_006,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",7,Färdighet och förmåga,visa förmåga att medverka vid och självständ; och behandlingar inom primärvård tföra undersökningar,visa,primärvård,Kurs1_Distrikt_OMA041.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA041_v01_LO_007,OMA041_LO_007,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",8,Färdighet och förmåga,"visa förmåga att observera och bedöma komplexa behov av vård, habilitering och rehabilitering hos patienter inom primärvård respektive hemsjukvård",visa,primärvård; hemsjukvård,Kurs1_Distrikt_OMA041.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA041_v01_LO_008,OMA041_LO_008,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",8,Värderingsförmåga och förhållningssätt,"visa förmåga att observera, medverka vid och självständigt genomföra bedömning, rådgivning och beslutsfattande vid vård på distans",visa,vård på distans/rådgivning,Kurs1_Distrikt_OMA041.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA041_v01_LO_009,OMA041_LO_009,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",10,Värderingsförmåga och förhållningssätt,"utifrån ett folkhälso- och omvårdnadsperspektiv bedöma och värdera symtom samt föreslå hälsofrämjande åtgärder, vård, prevention och behandling i diskussioner om komplexa patientfall Yi. visa förmåga att bedöma behov av och planera hälsofrämjande omvårdnadsåtgärder vid folksjukdomar och olika komplexa och långvariga Slukdomstillstånd, utifrån relevanta vetenskapliga, samhälleliga och etiska åspektor med särskilt beaktande av de mänskliga rättigheterna Inom primärvård respektive hemsjukvård",utifrån,etik; primärvård; hemsjukvård,Kurs1_Distrikt_OMA041.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA041_v01_LO_010,OMA041_LO_010,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",12,Värderingsförmåga och förhållningssätt,"utifrån ett folkhälso- och omvårdnadsperspektiv värdera och omsätta beprövad erfarenhet, ett evidensbaserat arbetssätt samt teorier och vetenskaplig kunskap inom primärvård respektive hemsjukvård",utifrån,primärvård; hemsjukvård,Kurs1_Distrikt_OMA041.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA041_v01_LO_011,OMA041_LO_011,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",13,Värderingsförmåga och förhållningssätt,visa förmåga till självkännedom och empatiskt förhållningssätt inom primärvård respektive hemsjukvård,visa,primärvård; hemsjukvård,Kurs1_Distrikt_OMA041.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA041_v01_LO_012,OMA041_LO_012,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",14,Värderingsförmåga och förhållningssätt,visa förmåga till ett professionellt förhållningssätt gentemot patier samt deras närstående inom primärvård respektive hemsjukvård,visa,primärvård; hemsjukvård,Kurs1_Distrikt_OMA041.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA041_v01_LO_013,OMA041_LO_013,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",18,Värderingsförmåga och förhållningssätt,"visa förmåga att identifiera sina behov av ytterligare kunskap och att fortlöpande utveckla sin kompetens inom primärvård respektive hemsjukvård 16, visa förmåga att analysera, värdera och diskutera teorier, modeller och viktiga kommunikativa färdigheter vid vård på distans.",visa,primärvård; hemsjukvård; vård på distans/rådgivning,Kurs1_Distrikt_OMA041.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVA309_v01_LO_001,MVA309_LO_001,baseline,MVA309,MVA309_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,MVA309,Farmakologi och sjukdomslära - förskrivningsrätt,1,Kunskap och förståelse,"förklara farmakologiska begrepp och principer samt farmakokinetiska farmakodynamiska processer I allmänhet och I relation till gravidit amning, barn och äldre",förklara,barn/pediatrik,Kurs2_Distrikt_MVA309.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVA309_v01_LO_002,MVA309_LO_002,baseline,MVA309,MVA309_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,MVA309,Farmakologi och sjukdomslära - förskrivningsrätt,2,Kunskap och förståelse,förklara läkemedelsinteraktioner och läkemedelsbiverkningar,förklara,missing,Kurs2_Distrikt_MVA309.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVA309_v01_LO_003,MVA309_LO_003,baseline,MVA309,MVA309_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,MVA309,Farmakologi och sjukdomslära - förskrivningsrätt,3,Kunskap och förståelse,redogöra för regelverk vid läkemedelsförskrivning,redogöra,juridik/författningar,Kurs2_Distrikt_MVA309.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVA309_v01_LO_004,MVA309_LO_004,baseline,MVA309,MVA309_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,MVA309,Farmakologi och sjukdomslära - förskrivningsrätt,4,Färdighet och förmåga,"förklara patofyslologl, identifiera symtom, samt motivera vård - och behandling vid sjukdomstillstånd som omfattas av sjuksköterskans förskrivningsrätt bese dodung soocsievylsousiears VAS val torr 2024-08-01 --- OCR page 2 ---",förklara,missing,Kurs2_Distrikt_MVA309.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVA309_v01_LO_005,MVA309_LO_005,baseline,MVA309,MVA309_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,MVA309,Farmakologi och sjukdomslära - förskrivningsrätt,8,Värderingsförmåga och förhållningssätt,"förskriva läkemedel och beräkna adekvat dosering samt utvärdera läkemedelsbehandling vid sjukdomstillstånd som omfattas av sjuksköterskans förskrivningsrätt €. ha förmåga att utifrån ålder, genus, fysiska och socioekonomiska faktorer kunna bedöma förutsättningar för läkemedelsbehandling",förskriva,läkemedel/farmakologi; genus/jämställdhet,Kurs2_Distrikt_MVA309.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVA309_v01_LO_006,MVA309_LO_006,baseline,MVA309,MVA309_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,MVA309,Farmakologi och sjukdomslära - förskrivningsrätt,7,Värderingsförmåga och förhållningssätt,"baserat på vetenskap och beprövad erfarenhet, kritiskt och diskutera sjukdomstillstånd och behandling utifrån ett hållbart, etiskt och professionellt förhållningssätt allmän farmakologi: farmakokinetik, farmakodynamik, biverkningar och interaktioner farmakologi och läkemedelsbehandling i relation till äldre, barn, ammande och gravida förskrivning av recept, beräkning av adekvat dos och ordination av läkemedel i enlighet med gällande regelverk -sjukdomslära anpassad till förskrivningsrätt för sjuksköterskor enligt de indikationsområden som omfattas av sjuksköterskans förskrivningsrätt specifik farmakologi anpassad till förskrivningsrätt för sjuksköterskor enligt de indikationsområden som omfattas av sjuksköterskans förskrivningsrätt -läkemedelsbehandling utifrån ett personcentrerat förhållningssätt",baserat,juridik/författningar; personcentrerad vård; läkemedel/farmakologi,Kurs2_Distrikt_MVA309.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA040_v01_LO_001,OMA040_LO_001,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,2,missing,"argumentera för val av datainsamlingsmetod, urval och dess relevans för olika forskningsproblem",argumentera,missing,Kurs3_Distrikt_OMA040.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA040_v01_LO_002,OMA040_LO_002,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,3,Färdighet och förmåga,argumentera för etiska aspekter I relation till forsknings- och forskaretik,argumentera,etik; forskaretik,Kurs3_Distrikt_OMA040.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA040_v01_LO_003,OMA040_LO_003,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,4,Färdighet och förmåga,tillämpa kvantitativa forskningsmetoder &. tillämpa kvalitativa forskningsmetoder --- OCR page 2 ---,tillämpa,missing,Kurs3_Distrikt_OMA040.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA040_v01_LO_004,OMA040_LO_004,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,6,Färdighet och förmåga,"systematiskt söka, kvalitetsgranska och värdera vetenskapliga publicerade studier",systematiskt,missing,Kurs3_Distrikt_OMA040.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA040_v01_LO_005,OMA040_LO_005,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,7,Färdighet och förmåga,"identifiera, formulera och problematisera ett forskningsproblem inom huvudområdet",identifiera,missing,Kurs3_Distrikt_OMA040.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA040_v01_LO_006,OMA040_LO_006,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,8,Färdighet och förmåga,skriftligt utforma och muntligt försvara en projektplan med adekvat design. metoder för datainsamling och -analys,skriftligt,projektplan,Kurs3_Distrikt_OMA040.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA040_v01_LO_007,OMA040_LO_007,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,8,Värderingsförmåga och förhållningssätt,"identifiera forskningsetiska överväganden av relevans för en planerad studie och formulera en forskningsetisk ansökan som i inkluderar forskningspersonsinformation 10, tillämpa förvärvade kunskaper om vetenskapsteori och vetenskapsmetodik genom en kritisk granskning av en projektplan.",identifiera,projektplan,Kurs3_Distrikt_OMA040.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA040_v01_LO_008,OMA040_LO_008,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,1,Värderingsförmåga och förhållningssätt,värdera forskningsetiska aspekter I relation till vetenskaplig nytta (PM),värdera,missing,Kurs3_Distrikt_OMA040.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA040_v01_LO_009,OMA040_LO_009,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,12,Värderingsförmåga och förhållningssätt,reflektera över olika forskningsmetoders styrkor och svagheter (PM),reflektera,missing,Kurs3_Distrikt_OMA040.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA040_v01_LO_010,OMA040_LO_010,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,13,Värderingsförmåga och förhållningssätt,reflektera över aktuell omvårdnadsvetenskaplig forskning avseende relevans och tillämpning genom författande av en projektalan (PM),reflektera,missing,Kurs3_Distrikt_OMA040.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_LO_001,OMA043_LO_001,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",1,Kunskap och förståelse,"visa kunskap och förståelse om barn och ungdomars psykiska ohälsa och Kunna beskriva, identifiera, analysera, diskutera komplexa behov och situationer",visa,barn/pediatrik,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_LO_002,OMA043_LO_002,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",2,Kunskap och förståelse,"beskriva och diskutera hälsofrämjande och preventiva åtgärder samt omvårdnadsinsatser som behövs för att främja fysisk, psykisk och social hälsa bese dodung soocsievylaousiaras OMADE SNvald Fam 2022 09.02 --- OCR page 2 ---",beskriva,missing,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_LO_003,OMA043_LO_003,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",3,Kunskap och förståelse,"visa fördjupad kunskap och förståelse genom att självständigt identifiera och föreslå hälsofrämjande. preventiva åtgärder och omvårdnadsinsatser avseende fysisk, psykisk och social hälsa samt hur åtgärderna kan följas upp",visa,missing,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_LO_004,OMA043_LO_004,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",4,Kunskap och förståelse,"redogöra för och diskutera preventivt olycksfallsarbete med hänsyn till ålder, mognad, behov, kulturell bakgrund samt social situation Färdighet och förmågor $. planera, administrera och genomföra vaccinationsverksamhet utifrån aktuella riktlinjer och regelverk.",redogöra,juridik/författningar,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_LO_005,OMA043_LO_005,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",6,Kunskap och förståelse,"identifiera och ta ställning till relevanta åtgärder för barn som upplever våld i nära relation, utifrån aktuell lagstiftning",identifiera,våld i nära relationer; barn/pediatrik,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_LO_006,OMA043_LO_006,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",7,Kunskap och förståelse,visa förmåga att självständigt genomföra S-HLR (hjärt och lungräddning. barn för sjukvårdspersonal),visa,barn/pediatrik; akut omhändertagande,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_LO_007,OMA043_LO_007,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",8,Värderingsförmåga och förhållningssätt,"självständigt utföra undersökningar samt eventuella behandlingar vid VFU inom barnhälsovård samt elevhälsans medicinska insats . visa förmåga att vid VFU inom barnhälsovård samt elevhälsans medicinska insats observera, identifiera, bedöma samt stödja komplexa behov av vård, utifrån barnets ålder, mognad, behov, kulturella bakgrund samt sociala situation i samverkan med andra vårdaktörer",självständigt,VFU/klinisk utbildning; team/samverkan,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_LO_008,OMA043_LO_008,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",10,Värderingsförmåga och förhållningssätt,"Utgå från ett etiskt dilemma inom VFU vid barnhälsovård eller elevhälsans medicinska Insats, Identifiera intressekonflikter, värdera handlingsalternativ och dess konsekvenser utifrån barnets bästa 1, tillämpa vårdpedagogisk förmåga i mötet med barn, ungdomar och vårdnadshavare/närstående utifrån deras behov, kulturella bakgrund, sociala situation samt barnets ålder, mognad inom VFU vid barnhälsovård eller elevnälsans medicinska insats.",utgå,VFU/klinisk utbildning; undervisning/vårdpedagogik; barn/pediatrik,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_LO_009,OMA043_LO_009,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",12,Värderingsförmåga och förhållningssätt,"visa förmåga till självkännedom samt empatiskt förhållningssätt i mötet med barn, ungdomar och vårdnadshavare/närstående inom VFU vid barnhälsovård eller elevhälsans medicinska insats.",visa,VFU/klinisk utbildning; barn/pediatrik; barn/ungdomar,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_LO_010,OMA043_LO_010,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",13,Värderingsförmåga och förhållningssätt,"visa förmåga till ett professionellt förhållningssätt gentemot barr ungdomar och vårdnadshavare/närstående inom VFU vid barnhälsovård eller elevhälsans medicinska insats (oberoende av tex, föräldrars handikapp, kultur, religion, HBTQI)",visa,VFU/klinisk utbildning; barn/ungdomar,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_LO_011,OMA043_LO_011,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",14,Värderingsförmåga och förhållningssätt,"visa förmåga att identifiera behov av ytterligare kunskap och fortsatt utveckling under VFU vid barnhälsovård eller elevhälsans medicinska + relevanta lagar, författningar, föreskrifter samt FN:s konvention för barns rättigneter + barnperspektivet, barnets perspektiv och barnets bästa + klinisk barnpsykologi relaterat till olika hälsotillstånd + barn och ungdomars fysiska, psykiska och sociala hälsa bese dodung soocsievylaousiaras OMADE SNvald Fam 2022 09.02 --- OCR page 3 --- + religion och etnicitet, HBTQI samt olika familjekonstellationer + professionellt förhållningssätt + metoder för folkhälsoarbete bland barn och ungdomar + barn S-HLR + vaccinationer + preventivt olycksfallsarbete + scrseningar (syn, hörsel, skolios, postpartumdepression m.m.) + verksamhetsförlagd medicinska insats Idning inom BHV respektive elevhälsans",visa,juridik/författningar; VFU/klinisk utbildning; barn/pediatrik,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_LO_001,OMA042_LO_001,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,1,Kunskap och förståelse,"identifiera och värdera utvecklingsbehov inom distriktssköterskans ansvarsområde samt föreslå, motivera och diskutera förändringsprocesser för kvalitetsutveckling utifrån evidensbaserade arbetssätt 2visa förståelse för ledning och kommunikation i vård- och hälsoarbetet i diskussioner",identifiera,kommunikation; kvalitetsutveckling,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_LO_002,OMA042_LO_002,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,3,Kunskap och förståelse,"beskriva, analysera, planera och värdera ledning och kommunikation inom distriktssköterskans ansvarsområde bese dodung soMocsievylaousiarasOMADEZNvald-Fam2026 09.02 --- OCR page 2 --- Färdighet och förmås A.självständigt tillämpa och värdera teoretisk kunskap utifrån ett folkhälso- och omvårdnadsperspektiv samt relatera till sambandet mellan vetenskap och beprövad erfarenhet och sambandets betydelse för yrkesutövningen inom primärvård",beskriva,kommunikation; primärvård,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_LO_003,OMA042_LO_003,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,8,Kunskap och förståelse,"självståndigt bedöma, planera, genomföra, leda och utvärdera hälsofrämjande omvårdnadsåtgärder inom distriktssköterskans ansvarsområde",självståndigt,missing,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_LO_004,OMA042_LO_004,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,6,Kunskap och förståelse,visa självständig vårdpedagogisk förmåga I mötet med patienter och deras närstående inom primärvård,visa,undervisning/vårdpedagogik; primärvård,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_LO_005,OMA042_LO_005,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,7,Kunskap och förståelse,visa fördjupad förmåga att självständigt utföra undersökningar och behandlingar inom primärvård,visa,primärvård,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_LO_006,OMA042_LO_006,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,8,Kunskap och förståelse,"visa fördjupad förmåga att observera och bedöma komplexa behov av vård, habilitering och rehabilitering hos patienter inom primärvård",visa,primärvård,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_LO_007,OMA042_LO_007,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,9,Värderingsförmåga och förhållningssätt,visa förmåga att självständigt analysera genomförda omvårdnadsätgärder ur ett patlent- och närståendeperspektiv vid komplexa vårdbehov,visa,missing,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_LO_008,OMA042_LO_008,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,10,Värderingsförmåga och förhållningssätt,visa fördjupad förmåga till självkännedom och empatiskt förhållningssätt inom primärvård,visa,primärvård,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_LO_009,OMA042_LO_009,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,1,Värderingsförmåga och förhållningssätt,visa fördjupad förmåga till ett professionellt förhållningssätt gentemot patienter och dess närstående inom primärvård,visa,primärvård,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
