exam_id,lineage_uid,lineage_confidence,course_family_id,course_uid,course_version,is_current,program,education_level,course_code,course_name_sv,module_code_if_stated,module_name_if_stated,credits_hp_if_stated,exam_order,examination_text_exact,examination_category,individual_or_group,written_or_oral_or_practical_or_clinical,mandatory_or_optional,grading_scale_if_stated,related_learning_outcomes_if_stated,source_file,confidence,notes
OMA041_v01_EXAM_003,OMA041_EXAM_003,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",missing,missing,missing,3,"muntliga
examinationer, individuell bedömning och examination av
verksamhetsförlagd utbildning (VFU) baserad på individuell dokumenterad
bedömning enligt fastställda kriterier.

Modul 0004 Individuell dokumenterad bedömning av VFU inom primärvård
enligt fastställda kriterier samt lärandernål med muntlig dokumenterad
genomgång (lärandemål 7-9, 11-15), samt seminarier, individuell bedömning
(lärandemål 4 och 16) . Betyg U, 6

Modul 0005 Individuell dokumenterad bedömning av VFU inom
hemsjukvård enligt fastställda kriterier samt lärandemål med muntlig
dokumenterad genomgång (lårandemål 5-6, 8-9, 11-18) samt skriftlig
examination individuell (lärandemål 3) . Betyg U, G, VG",vfu_assessment,individual,written+oral+vfu,mandatory_if_course_completion,missing,missing,Kurs1_Distrikt_OMA041.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA041_v01_EXAM_004,OMA041_EXAM_004,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",0007,individuell bedömning (lärandemål 1) hp,missing,4,individuell bedömning (lärandemål 1) hp,other,individual,not_stated,mandatory_if_course_completion,missing,1,Kurs1_Distrikt_OMA041.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA041_v01_EXAM_005,OMA041_EXAM_005,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",0002,"Tentamen, individuell Folksjukdomar (lärandemäl 2) — 25 Uv",missing,5,"Tentamen, individuell Folksjukdomar (lärandemäl 2) — 25 Uv",written_exam,individual,written,mandatory_if_course_completion,missing,missing,Kurs1_Distrikt_OMA041.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA041_v01_EXAM_006,OMA041_EXAM_006,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",0004,vorksamhetstörlaga utbildning inom primärvård enligt i,missing,6,vorksamhetstörlaga utbildning inom primärvård enligt i,other,not_stated,not_stated,mandatory_if_course_completion,UG,missing,Kurs1_Distrikt_OMA041.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA041_v01_EXAM_007,OMA041_EXAM_007,baseline,OMA041,OMA041_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA041,"Folksjukdomar, omvårdnad och folkhälsoarbete inom distriktssköterskans ansvarsområde",0006,verksamnetstörlagd utbildning inom hemsjukvård enligt 43,missing,7,verksamnetstörlagd utbildning inom hemsjukvård enligt 43,other,not_stated,not_stated,mandatory_if_course_completion,UV,missing,Kurs1_Distrikt_OMA041.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
MVA309_v01_EXAM_001,MVA309_EXAM_001,baseline,MVA309,MVA309_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,MVA309,Farmakologi och sjukdomslära - förskrivningsrätt,missing,missing,missing,1,"= Seminarium, individuell bedömning",seminar,individual,not_stated,unclear,missing,missing,Kurs2_Distrikt_MVA309.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
MVA309_v01_EXAM_002,MVA309_EXAM_002,baseline,MVA309,MVA309_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,MVA309,Farmakologi och sjukdomslära - förskrivningsrätt,missing,missing,missing,2,"tentamen, individuell",written_exam,individual,written,unclear,missing,missing,Kurs2_Distrikt_MVA309.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
MVA309_v01_EXAM_003,MVA309_EXAM_003,baseline,MVA309,MVA309_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,MVA309,Farmakologi och sjukdomslära - förskrivningsrätt,0010,"Tentamen, individuell (lärandemål 1, 2, 3)",20,3,"Tentamen, individuell (lärandemål 1, 2, 3)",written_exam,individual,written,mandatory_if_course_completion,missing,"1, 2, 3",Kurs2_Distrikt_MVA309.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA040_v01_EXAM_001,OMA040_EXAM_001,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,missing,missing,missing,1,skriftliga och muntliga examinationer i grupp med individuell bedömning,oral_group,group_with_individual_assessment,written+oral,unclear,missing,missing,Kurs3_Distrikt_OMA040.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA043_v01_EXAM_001,OMA043_EXAM_001,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",missing,missing,missing,1,"Tentamen, individuell",written_exam,individual,written,unclear,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA043_v01_EXAM_002,OMA043_EXAM_002,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",missing,missing,missing,2,"Muntlig gruppresentation av uppgift, individuell
bedömning",oral_group,group,oral,unclear,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA043_v01_EXAM_003,OMA043_EXAM_003,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",missing,missing,missing,3,"Klinisk examination, indiviauell",clinical_examination,not_stated,clinical/practical,unclear,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA043_v01_EXAM_004,OMA043_EXAM_004,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",missing,missing,missing,4,"Individuell dokumenterad
bedömning av VFU enligt fastställda kriterier och lärandernål med muntlig
dokumenterad genomgång

Moment 0008 examineras genom individuell dokumenterad bedömning av
verksamhetsförlagd utbildning inom BHV enligt fastställda kriterier och
lärandemål med muntlig dokumenterad genomgång (lärandemål 8,9",vfu_assessment,individual,oral+vfu,mandatory_if_course_completion,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA043_v01_EXAM_005,OMA043_EXAM_005,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",missing,missing,missing,5,"11-14)

Moment 0009 examineras genom individuell dokumenterad bedömning av
verksamhetsförlagd utbildning inom EMI enligt fastställda kriterier och
lärandemål med muntlig dokumenterad genomgång (lärandemål 8,91-14)",vfu_assessment,individual,oral+vfu,unclear,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA043_v01_EXAM_006,OMA043_EXAM_006,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",2997,bedömning (lärandemål 1) hp ve,missing,6,bedömning (lärandemål 1) hp ve,other,not_stated,not_stated,mandatory_if_course_completion,missing,1,Kurs4_Distrikt_OMA043.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA043_v01_EXAM_007,OMA043_EXAM_007,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",9092,bedömning (lärandemål 2) hp ve,missing,7,bedömning (lärandemål 2) hp ve,other,not_stated,not_stated,mandatory_if_course_completion,missing,2,Kurs4_Distrikt_OMA043.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA043_v01_EXAM_008,OMA043_EXAM_008,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",9004,bedömning (lärandernål 4) hp v6,missing,8,bedömning (lärandernål 4) hp v6,other,not_stated,not_stated,mandatory_if_course_completion,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA043_v01_EXAM_009,OMA043_EXAM_009,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",9008,"grupp-), individuell bedömning (lärandemål 10) hp ve",missing,9,"grupp-), individuell bedömning (lärandemål 10) hp ve",other,group_with_individual_assessment,not_stated,mandatory_if_course_completion,missing,10,Kurs4_Distrikt_OMA043.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA042_v01_EXAM_001,OMA042_EXAM_001,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,missing,missing,missing,1,"= skriftliga examinationsuppgifter, individuell",written_individual,individual,written,unclear,missing,missing,Kurs5_Distrikt_OMA042.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA042_v01_EXAM_002,OMA042_EXAM_002,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,missing,missing,missing,2,"muntliga examinationer,
individuell bedömning och examination av verksamhetsförlagd utbildning
baserad på individuell dokumenterad bedömning enligt fastställda kriterier.

Moment 0001 Muntlig gruppresentation av uppgift, individuell bedömning
examinerar lärandemål 1, betyg U. G, VG

Moment 0002 Muntlig gruppresentation av uppgift, individuell bedömning.
examinerar lärandernål 2, betyg U, G

Moment 0003 Skriftlig examination, individuell examinerar lärandermål 3,",vfu_assessment,group_with_individual_assessment,written+oral+vfu,unclear,missing,missing,Kurs5_Distrikt_OMA042.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA042_v01_EXAM_003,OMA042_EXAM_003,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,0007,bedömning (lärandemål 1) hp WV,missing,3,bedömning (lärandemål 1) hp WV,other,not_stated,not_stated,mandatory_if_course_completion,missing,1,Kurs5_Distrikt_OMA042.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA042_v01_EXAM_004,OMA042_EXAM_004,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,9092,bedömning (lärandemål 2) hp 6,missing,4,bedömning (lärandemål 2) hp 6,other,not_stated,not_stated,mandatory_if_course_completion,missing,2,Kurs5_Distrikt_OMA042.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA042_v01_EXAM_005,OMA042_EXAM_005,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,0003,"Skriftig examination, individuell (lärandemåt 3) »ow",missing,5,"Skriftig examination, individuell (lärandemåt 3) »ow",other,individual,not_stated,mandatory_if_course_completion,missing,missing,Kurs5_Distrikt_OMA042.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA042_v01_EXAM_006,OMA042_EXAM_006,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,0008,verksamhetsförlagd utbildning Inom primärvård enligt — 3,missing,6,verksamhetsförlagd utbildning Inom primärvård enligt — 3,vfu_assessment,not_stated,vfu,mandatory_if_course_completion,UV,missing,Kurs5_Distrikt_OMA042.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA709_v01_EXAM_001,OMA709_EXAM_001,baseline,OMA709,OMA709_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA709,Examensarbete inom distriktssköterskans kunskapsområde,missing,missing,missing,1,"skriftliga och muntliga examinationsuppgifter genom framläggande och
försvar av examensarbete samt muntlig examination genom kritisk
granskning av annan students examensarbete.",unclear,not_stated,written+oral,unclear,missing,missing,Kurs6_Distrikt_OMA709.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA709_v01_EXAM_002,OMA709_EXAM_002,baseline,OMA709,OMA709_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA709,Examensarbete inom distriktssköterskans kunskapsområde,0001,"Självständigt arbete, individuell bedömning. I",80,2,"Självständigt arbete, individuell bedömning. I",other,individual,not_stated,mandatory_if_course_completion,UV,missing,Kurs6_Distrikt_OMA709.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA131_v01_EXAM_001,OMA131_EXAM_001,baseline,OMA131,OMA131_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA131,Gerontologisk omvårdnad,missing,missing,missing,1,"Kursen ingår som obligatorisk kurs (kurs 1) I
specialistsjuksköterskeprogrammet - inriktning vård av äldre, För
information om kriterier för de olika betygsgraderna hänvisas till
studiehandledningen. Examinator har möjliehet att besluta om anpassad
eller alternativ examination för studenter med dokumenterad
funktionsnedsättning Examinator äger rätt att anpassa göra avsteg från
examinationsform",other,not_stated,not_stated,mandatory_if_course_completion,missing,missing,Kurs1_äldre_OMA131.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA132_v01_EXAM_001,OMA132_EXAM_001,baseline,OMA132,OMA132_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA132,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,missing,missing,missing,1,"= skriftliga individuella examinationer samt seminarieform samt skriftlig.
individuell hemtentamen",written_individual,individual,written,unclear,missing,missing,Kurs2_äldre_OMA132.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA132_v01_EXAM_002,OMA132_EXAM_002,baseline,OMA132,OMA132_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA132,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,0010,"Skriftlig examination, individuell (lärandemål 1)",15,2,"Skriftlig examination, individuell (lärandemål 1)",written_individual,individual,written,mandatory_if_course_completion,UV,1,Kurs2_äldre_OMA132.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA132_v01_EXAM_003,OMA132_EXAM_003,baseline,OMA132,OMA132_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA132,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,0020,"Skriftlig examination, individuell(lärandemål 2)",missing,3,"Skriftlig examination, individuell(lärandemål 2)",written_individual,individual,written,mandatory_if_course_completion,missing,2,Kurs2_äldre_OMA132.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA133_v01_EXAM_001,OMA133_EXAM_001,baseline,OMA133,OMA133_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA133,Äldres sjukdomar - vård och behandling,missing,missing,missing,1,"Individuella skriftliga och muntliga examinationer samt klinisk individuell
examination",oral_individual,individual,written+oral+clinical/practical,unclear,missing,missing,Kurs3_äldre_OMA133.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA133_v01_EXAM_002,OMA133_EXAM_002,baseline,OMA133,OMA133_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA133,Äldres sjukdomar - vård och behandling,0010,"Skriftlig examination, individuell (lärandemål 1)",missing,2,"Skriftlig examination, individuell (lärandemål 1)",written_individual,individual,written,mandatory_if_course_completion,missing,1,Kurs3_äldre_OMA133.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA133_v01_EXAM_003,OMA133_EXAM_003,baseline,OMA133,OMA133_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA133,Äldres sjukdomar - vård och behandling,0030,"samt muntlig presentation av gruppuppgift, individuell",missing,3,"samt muntlig presentation av gruppuppgift, individuell",oral_group,group,oral,mandatory_if_course_completion,missing,missing,Kurs3_äldre_OMA133.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
MVA308_v01_EXAM_001,MVA308_EXAM_001,baseline,MVA308,MVA308_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,MVA308,Geriatrisk farmakologi och delegering,missing,missing,missing,1,"Individuella skriftliga och muntliga examinationer. Aktivt deltagande vid
obligatoriska seminarier samt genomförande av studieuppgifter.Skriftlig
examination, individuell, seminarium, indivlduell bedömning, tentamen,
individuell samt muntlig examination, individuell",seminar,individual,written+oral,mandatory_if_course_completion,missing,missing,Kurs4_äldre_MVA308.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
MVA308_v01_EXAM_002,MVA308_EXAM_002,baseline,MVA308,MVA308_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,MVA308,Geriatrisk farmakologi och delegering,0010,"Tentamen, individuell (lärandemål 1)",missing,2,"Tentamen, individuell (lärandemål 1)",written_exam,individual,written,mandatory_if_course_completion,missing,1,Kurs4_äldre_MVA308.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
MVA308_v01_EXAM_003,MVA308_EXAM_003,baseline,MVA308,MVA308_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,MVA308,Geriatrisk farmakologi och delegering,0021,"Seminarium, individuell bedömning (lärandemål 2)",missing,3,"Seminarium, individuell bedömning (lärandemål 2)",seminar,individual,not_stated,mandatory_if_course_completion,missing,2,Kurs4_äldre_MVA308.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA135_v01_EXAM_001,OMA135_EXAM_001,baseline,OMA135,OMA135_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA135,"Palliativ vård, omvårdnad och avancerad hemsjukvård av äldre i livets slut",missing,missing,missing,1,"skriftliga och muntliga individuella examinationer, samt seminarier
individuellt och I grupp.",oral_group,group,written+oral,unclear,missing,missing,Kurs5_äldre_OMA135.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA135_v01_EXAM_002,OMA135_EXAM_002,baseline,OMA135,OMA135_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA135,"Palliativ vård, omvårdnad och avancerad hemsjukvård av äldre i livets slut",0010,"Seminarium, individuell bedömning (lårandemål 1-2)",missing,2,"Seminarium, individuell bedömning (lårandemål 1-2)",seminar,individual,not_stated,mandatory_if_course_completion,missing,1-2,Kurs5_äldre_OMA135.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMA136_v01_EXAM_001,OMA136_EXAM_001,baseline,OMA136,OMA136_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA136,Organisation och arbetsledning inom äldresjuksköterskans ansvarsområde,missing,missing,missing,1,= skriftlig individuell examination samt muntliga individuella examinationer.,oral_individual,individual,written+oral,unclear,missing,missing,Kurs6_äldre_OMA136.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA708_v01_EXAM_001,OMA708_EXAM_001,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,missing,missing,missing,1,"= skriftlig och muntlig examinationsuppgift genom framläg

gande och försvar

av examensarbete samt muntlig examination genom kritisk granskning av

ånnan students examensarbete",unclear,not_stated,written+oral,unclear,missing,missing,Kurs7_äldre_OMA708.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMA708_v01_EXAM_002,OMA708_EXAM_002,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,9010,"(lärandermål 1,2)",missing,2,"(lärandermål 1,2)",other,not_stated,not_stated,mandatory_if_course_completion,missing,"1,2",Kurs7_äldre_OMA708.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
MVG501_v01_EXAM_001,MVG501_EXAM_001,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",missing,missing,missing,1,Examinationsform,other,not_stated,not_stated,unclear,missing,missing,Kurs1_kusk_MVG501.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
MVG501_v01_EXAM_002,MVG501_EXAM_002,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",0010,"Tentamen, individuell (lärandemål 1-3)",2.0,2,"Tentamen, individuell (lärandemål 1-3)",written_exam,individual,written,mandatory_if_course_completion,UG,1-3,Kurs1_kusk_MVG501.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG514_v01_EXAM_001,OMG514_EXAM_001,baseline,OMG514,OMG514_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG514,Omvårdnad som vetenskap och sjuksköterskans arbetsområde inom svensk hälso- och sjukvård,missing,missing,missing,1,"skriftlig examinationsuppgift, grupp med individuell bedömning",written_group,group_with_individual_assessment,written,unclear,missing,missing,Kurs2_kusk_OMG514.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG514_v01_EXAM_002,OMG514_EXAM_002,baseline,OMG514,OMG514_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG514,Omvårdnad som vetenskap och sjuksköterskans arbetsområde inom svensk hälso- och sjukvård,missing,missing,missing,2,"seminarium, individuell bedömning",seminar,individual,not_stated,unclear,missing,missing,Kurs2_kusk_OMG514.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG514_v01_EXAM_003,OMG514_EXAM_003,baseline,OMG514,OMG514_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG514,Omvårdnad som vetenskap och sjuksköterskans arbetsområde inom svensk hälso- och sjukvård,missing,missing,missing,3,"skriftlig examination, individuell.

bon lodung sedocsieusylsouskearseOMGS1 vals tom 2023-01-18

--- OCR page 3 ---",written_individual,individual,written,unclear,missing,missing,Kurs2_kusk_OMG514.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG514_v01_EXAM_004,OMG514_EXAM_004,baseline,OMG514,OMG514_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG514,Omvårdnad som vetenskap och sjuksköterskans arbetsområde inom svensk hälso- och sjukvård,0030,"Seminarium, individuell bedömning (lärandemät.s) — 25 uG",missing,4,"Seminarium, individuell bedömning (lärandemät.s) — 25 uG",seminar,individual,not_stated,mandatory_if_course_completion,missing,missing,Kurs2_kusk_OMG514.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG514_v01_EXAM_005,OMG514_EXAM_005,baseline,OMG514,OMG514_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG514,Omvårdnad som vetenskap och sjuksköterskans arbetsområde inom svensk hälso- och sjukvård,0040,"Seminarium, individuell bedömning (lårandemåt.e) — 25 uG",missing,5,"Seminarium, individuell bedömning (lårandemåt.e) — 25 uG",seminar,individual,not_stated,mandatory_if_course_completion,missing,missing,Kurs2_kusk_OMG514.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG514_v01_EXAM_006,OMG514_EXAM_006,baseline,OMG514,OMG514_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG514,Omvårdnad som vetenskap och sjuksköterskans arbetsområde inom svensk hälso- och sjukvård,0070,"Skriftig examination, individuell (ärandemåt. 30) — 13 ua",missing,6,"Skriftig examination, individuell (ärandemåt. 30) — 13 ua",other,individual,not_stated,mandatory_if_course_completion,missing,missing,Kurs2_kusk_OMG514.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG515_v01_EXAM_001,OMG515_EXAM_001,baseline,OMG515,OMG515_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG515,Vård och omvårdnad vid ohälsa och sjukdom I,missing,missing,missing,1,Tentamen inidividell,written_exam,not_stated,written,unclear,missing,missing,Kurs3_kusk_OMG515.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
